VariantName,GrowthRate,GrowthRateStd,Rank
AY.84,2.896224572485399,0.13075542970421822,450
AY.22,2.896034517984777,0.1333003335634341,451
AY.5,2.8943841052482018,0.1333692968512529,452
AY.9.2.2,2.894244654246686,0.13219737538107354,453
AY.9.2.1,2.894020204650204,0.1320343518546404,454
AY.25.1.2,2.8936457055957816,0.13051641667038127,455
AY.6,2.8936268266227763,0.13581625039391687,456
AY.122.5,2.8934077903189626,0.13249703791919756,457
AY.124,2.892957578637647,0.13110114646049256,458
AY.125.1,2.892697645558445,0.13216355966969284,459
AY.124.1.1,2.8926206001396024,0.13468762200021242,460
AY.124.1,2.8924578223533186,0.13455226499740658,461
AY.125,2.891856353121821,0.131399116900979,462
AY.3.3,2.8916848473799264,0.1314642948408148,463
AY.112.2,2.891660213544508,0.13105553460079233,464
AY.91,2.890667434402258,0.13084272289618873,465
AY.119.1,2.89063931900796,0.13197391341944884,466
AY.91.1,2.8904562591762906,0.13209100148156708,467
AY.3,2.8895593900245897,0.13109443451701946,468
AY.25,2.8887815681241795,0.13151178188465357,469
AY.112,2.8887697957508296,0.13090368470596714,470
AY.112.1,2.8886540907510865,0.1313962219359848,471
AY.99.2,2.88854225331917,0.13051281830506184,472
AY.118,2.888476601289106,0.13737594464634229,473
AY.113,2.8881645669525438,0.1293583855829479,474
AY.123.1,2.888146507584038,0.13212311773445773,475
AY.46,2.8880980344355183,0.1291384051352498,476
AY.128,2.8880685753971886,0.13034707146953187,477
AY.39.2,2.8880634138172647,0.13111955062380032,478
AY.46.6,2.887829538761697,0.12943473688022633,479
AY.39.1.2,2.887647425696379,0.13024424470338802,480
AY.46.1,2.887573586326738,0.12972143004395664,481
AY.92,2.887486398654487,0.12964996768399495,482
AY.119,2.8873923532121344,0.12960321708741102,483
AY.39,2.887280389696986,0.12982084405719127,484
AY.120,2.8870539668234234,0.12987693724076577,485
AY.5.4,2.887050188732509,0.1294385976492503,486
AY.46.2,2.8870247254528305,0.12886814402807473,487
AY.46.6.1,2.887019741290025,0.12923841820284404,488
AY.122.4,2.8867805367043964,0.12938281325849632,489
AY.122.2,2.8867466941815527,0.1293416575474119,490
AY.46.3,2.8866986943520376,0.1318491333057084,491
AY.123,2.8866697270037203,0.12985408691703618,492
AY.25.3,2.886654681784042,0.12941468674774584,493
AY.86,2.886640117768601,0.12996210132470734,494
AY.99,2.886615408829915,0.12921391979614255,495
AY.80,2.886549522072381,0.1296353983909185,496
AY.94,2.8865488936829693,0.12916217330450083,497
AY.111,2.8865284744176387,0.12963295872324898,498
AY.90,2.8865082154872708,0.12967056848512523,499
AY.87,2.886495116059872,0.13093517683147307,500
AY.99.1,2.88648598882969,0.12964007915339043,501
AY.134,2.886470475808858,0.1297843232986495,502
AY.3.4,2.886464012146984,0.13001614778747667,503
AY.108,2.8863719245927,0.1300291955142704,504
AY.39.1.3,2.8863601407971164,0.1295704038824765,505
AY.5.6,2.886346777527875,0.13016143771396524,506
AY.3.2,2.8863383032402328,0.129276736381158,507
AY.106,2.886294933583447,0.12904296288738357,508
AY.39.1.1,2.88629347118628,0.1294491064082865,509
AY.102.2,2.886279721591379,0.13084915607213218,510
AY.5.1,2.8862493666288143,0.1290428638044801,511
AY.102,2.886238013299754,0.12902867247784663,512
AY.79,2.886238013299754,0.12902867247784663,513
AY.5.5,2.886238013299754,0.12902867247784663,514
AY.5.2,2.886238013299754,0.12902867247784663,515
AY.5.3,2.886238013299754,0.12902867247784663,516
AY.82,2.8862212322484315,0.12913293962492428,517
AY.107,2.8861983463319025,0.1291912137759284,518
AY.76,2.8861941944682656,0.1298564703665592,519
AY.104,2.8861873237183637,0.12909432457431946,520
AY.32,2.8861873237183637,0.12909432457431946,521
AY.25.2,2.8861783397108787,0.13006487818041504,522
AY.120.2.1,2.8861549863947027,0.12901626051207263,523
AY.120.2,2.8861549863947027,0.12901626051207263,524
AY.3.1,2.8861504960928905,0.1294462354516043,525
AY.105,2.886114308353424,0.12966508246371686,526
AY.110,2.8860921135625706,0.1290755222009787,527
AY.101,2.8860741933241787,0.13013597411054456,528
AY.42,2.8860349209152947,0.1299327962633197,529
AY.88,2.885914425720444,0.13017259665571465,530
AY.20.1,2.885891052370523,0.12923550829974612,531
AY.46.4,2.8858538116086554,0.12933536122639536,532
AY.20,2.8858535905106355,0.12928411345773883,533
AY.120.1,2.8857410204600624,0.1297385512932665,534
